Id,Category
882,1
883,1
884,3
885,1
886,1
887,1
888,4
889,1
890,1
891,1
892,1
893,1
894,1
895,3
896,1
897,6
898,3
899,4
900,3
901,3
902,6
903,1
904,6
905,1
906,1
907,1
908,4
909,1
910,1
911,1
912,3
913,1
914,1
915,1
916,1
917,1
918,1
919,1
920,1
921,2
922,1
923,2
924,1
925,3
926,3
927,4
928,2
929,4
930,1
931,1
932,3
933,3
934,3
935,1
936,1
937,1
938,3
939,1
940,4
941,1
942,1
943,3
944,3
945,3
946,3
947,3
948,3
949,3
950,1
951,1
952,1
953,3
954,4
955,1
956,3
957,1
958,1
959,3
960,3
961,1
962,3
963,3
964,1
965,1
966,1
967,1
968,3
969,1
970,5
971,1
972,1
973,1
974,1
975,1
976,4
977,1
978,1
979,1
980,1
981,4
982,5
983,1
984,1
985,3
986,1
987,2
988,4
989,4
990,4
991,1
992,3
993,1
994,1
995,1
996,1
997,4
998,3
999,4
1000,1
1001,1
1002,1
1003,1
1004,1
1005,4
1006,1
1007,3
1008,4
1009,4
1010,1
1011,4
1012,4
1013,1
1014,1
1015,1
1016,1
1017,1
1018,1
1019,1
1020,1
1021,1
1022,1
1023,1
1024,1
1025,1
1026,4
1027,1
1028,1
1029,1
1030,1
1031,1
1032,1
1033,4
1034,1
1035,1
1036,6
1037,1
1038,3
1039,1
1040,1
1041,1
1042,3
1043,1
1044,1
1045,1
1046,1
1047,1
1048,3
1049,1
1050,1
1051,1
1052,1
1053,1
1054,1
1055,1
1056,1
1057,3
1058,3
1059,3
1060,1
1061,3
1062,3
1063,3
1064,3
1065,1
1066,1
1067,6
1068,1
1069,3
1070,1
1071,1
1072,1
1073,1
1074,1
1075,1
1076,1
1077,4
1078,1
1079,1
1080,1
1081,1
1082,1
1083,1
1084,1
1085,1
1086,1
1087,1
1088,1
1089,1
1090,6
1091,1
1092,3
1093,3
1094,3
1095,3
1096,3
1097,3
1098,3
1099,1
1100,1
1101,1
1102,1
1103,1
1104,1
1105,1
1106,1
1107,1
1108,3
1109,1
1110,1
1111,1
1112,3
1113,3
1114,1
1115,1
1116,3
1117,3
1118,3
1119,3
1120,2
1121,3
1122,3
1123,3
1124,1
1125,1
1126,1
1127,1
1128,5
1129,3
1130,1
1131,1
1132,3
1133,1
1134,1
1135,3
1136,1
1137,3
1138,2
1139,2
1140,4
1141,1
1142,1
1143,1
1144,1
1145,2
1146,1
1147,1
1148,1
1149,1
1150,1
1151,1
1152,1
1153,1
1154,1
1155,2
1156,1
1157,1
1158,4
1159,1
1160,1
1161,1
1162,1
1163,1
1164,1
1165,1
1166,1
1167,1
1168,1
1169,1
1170,1
1171,5
1172,1
1173,4
1174,1
1175,1
1176,5
1177,1
1178,1
1179,1
1180,4
1181,1
1182,3
1183,3
1184,1
1185,1
1186,1
1187,1
1188,1
1189,2
1190,3
1191,1
1192,1
1193,1
1194,1
1195,1
1196,1
1197,1
1198,4
1199,1
1200,4
1201,1
1202,1
1203,1
1204,1
1205,4
1206,3
1207,3
1208,1
1209,1
1210,4
1211,1
1212,3
1213,3
1214,3
1215,3
1216,3
1217,3
1218,1
1219,3
1220,3
1221,3
1222,3
1223,3
1224,1
1225,1
1226,4
1227,1
1228,3
1229,3
1230,1
1231,1
1232,1
1233,5
1234,3
1235,4
1236,1
1237,1
1238,1
1239,1
1240,2
1241,1
1242,1
1243,1
1244,4
1245,1
1246,1
1247,1
1248,1
1249,1
1250,1
1251,1
1252,5
1253,3
1254,1
1255,1
1256,1
1257,1
1258,4
1259,1
1260,1
1261,1
1262,5
1263,1
1264,1
1265,1
1266,4
1267,4
1268,1
1269,3
1270,1
1271,1
1272,2
1273,1
1274,1
1275,1
1276,4
1277,1
1278,1
1279,4
1280,1
1281,4
1282,1
1283,1
1284,3
1285,1
1286,1
1287,1
1288,1
1289,4
1290,2
1291,1
1292,1
1293,1
1294,4
1295,1
1296,4
1297,1
1298,1
1299,4
1300,1
1301,1
1302,1
1303,1
1304,1
1305,1
1306,1
1307,1
1308,1
1309,1
1310,1
1311,1
1312,1
1313,1
1314,1
1315,1
1316,1
1317,1
1318,4
1319,1
1320,1
1321,1
1322,1
1323,1
1324,3
1325,1
1326,1
1327,1
1328,1
1329,1
1330,1
1331,1
1332,1
1333,1
1334,1
1335,1
1336,1
1337,1
1338,1
1339,1
1340,1
1341,1
1342,1
1343,1
1344,1
1345,1
1346,1
1347,1
1348,1
1349,1
1350,1
1351,1
1352,1
1353,1
1354,1
1355,1
1356,1
1357,1
1358,4
1359,1
1360,1
1361,1
1362,1
1363,1
1364,6
1365,1
1366,1
1367,1
1368,1
1369,4
1370,1
1371,1
1372,3
1373,3
1374,1
1375,1
1376,3
1377,1
1378,1
1379,3
1380,3
1381,3
1382,3
1383,3
1384,3
1385,1
1386,3
1387,3
1388,2
1389,3
1390,3
1391,3
1392,3
1393,1
1394,5
1395,3
1396,3
1397,1
1398,1
1399,1
1400,4
1401,3
1402,1
1403,1
1404,1
1405,3
1406,1
1407,4
1408,1
1409,1
1410,2
1411,1
1412,1
1413,1
1414,4
1415,2
1416,4
1417,2
1418,1
1419,1
1420,1
1421,1
1422,1
1423,1
1424,4
1425,1
1426,1
1427,1
1428,1
1429,1
1430,4
1431,1
1432,1
1433,1
1434,3
1435,1
1436,4
1437,4
1438,1
1439,1
1440,4
1441,1
1442,1
1443,6
1444,2
1445,1
1446,3
1447,3
1448,1
1449,1
1450,1
1451,4
1452,1
1453,1
1454,1
1455,1
1456,1
1457,1
1458,1
1459,1
1460,1
1461,1
1462,1
1463,1
1464,1
1465,1
1466,1
1467,5
1468,1
1469,1
1470,1
1471,1
1472,1
1473,1
1474,1
1475,1
1476,1
1477,1
1478,1
1479,1
1480,1
1481,1
1482,1
1483,1
1484,2
1485,1
1486,4
1487,1
1488,1
1489,1
1490,1
1491,1
1492,1
1493,1
1494,1
1495,1
1496,1
1497,1
1498,4
1499,1
1500,1
1501,1
1502,1
1503,1
1504,1
1505,1
1506,1
1507,1
1508,1
1509,1
1510,3
1511,1
1512,1
1513,1
1514,3
1515,1
1516,3
1517,3
1518,3
1519,3
1520,3
1521,3
1522,3
1523,1
1524,1
1525,1
1526,4
1527,3
1528,1
1529,3
1530,1
1531,1
1532,3
1533,3
1534,1
1535,1
1536,1
1537,1
1538,1
1539,1
1540,1
1541,3
1542,3
1543,1
1544,1
1545,1
1546,2
1547,1
1548,1
1549,1
1550,1
1551,1
1552,2
1553,1
1554,3
1555,1
1556,1
1557,1
1558,2
1559,1
1560,6
1561,4
1562,4
1563,5
1564,3
1565,2
1566,3
1567,1
1568,3
1569,3
1570,1
1571,1
1572,1
1573,1
1574,6
1575,3
1576,3
1577,1
1578,1
1579,3
1580,3
1581,1
1582,3
1583,1
1584,1
1585,3
1586,6
1587,1
1588,1
1589,1
1590,1
1591,1
1592,1
1593,3
1594,1
1595,1
1596,1
1597,3
1598,4
1599,4
1600,1
1601,1
1602,4
1603,5
1604,1
1605,4
1606,1
1607,1
1608,6
1609,1
1610,3
1611,1
1612,1
1613,1
1614,1
1615,3
1616,3
1617,1
1618,3
1619,3
1620,3
1621,1
1622,3
1623,1
1624,1
1625,1
1626,1
1627,5
1628,1
1629,1
1630,1
1631,1
1632,1
1633,1
1634,1
1635,1
1636,1
1637,2
1638,1
1639,4
1640,4
1641,1
1642,3
1643,3
1644,1
1645,1
1646,3
1647,4
1648,1
1649,1
1650,5
1651,4
1652,4
1653,1
1654,1
1655,4
1656,1
1657,2
1658,1
1659,1
1660,4
1661,1
1662,1
1663,4
1664,2
1665,4
1666,4
1667,6
1668,4
1669,1
1670,1
1671,3
1672,1
1673,2
1674,1
1675,1
1676,4
1677,4
1678,1
1679,4
1680,2
1681,1
1682,1
1683,2
1684,4
1685,1
1686,1
1687,1
1688,4
1689,4
1690,6
1691,4
1692,4
1693,4
1694,4
1695,4
1696,4
1697,4
1698,4
1699,4
1700,1
1701,4
1702,1
1703,3
1704,3
1705,1
1706,6
1707,3
1708,1
1709,6
1710,1
1711,1
1712,1
1713,1
1714,1
1715,1
1716,1
1717,1
1718,1
1719,2
1720,1
1721,1
1722,1
1723,1
1724,1
1725,1
1726,1
1727,1
1728,1
1729,1
1730,1
1731,2
1732,1
1733,1
1734,1
1735,1
1736,1
1737,3
1738,1
1739,3
1740,1
1741,1
1742,1
1743,1
1744,1
1745,1
1746,1
1747,2
1748,1
1749,1
1750,1
1751,1
1752,1
1753,1
1754,1
1755,1
1756,1
1757,2
1758,1
1759,1
1760,1
1761,1
1762,1
1763,1
1764,1
1765,1
1766,1
1767,3
1768,3
1769,3
1770,3
1771,6
1772,3
1773,3
1774,3
1775,3
1776,3
1777,3
1778,3
1779,3
1780,3
1781,3
1782,3
1783,1
1784,3
1785,3
1786,3
1787,3
1788,1
1789,1
1790,1
1791,1
1792,3
1793,4
1794,1
1795,1
1796,1
1797,3
1798,3
1799,3
1800,3
1801,1
1802,3
1803,1
1804,1
1805,1
1806,1
1807,1
1808,3
1809,4
1810,1
1811,1
1812,1
1813,3
1814,3
1815,1
1816,4
1817,3
1818,1
1819,1
1820,1
1821,3
1822,4
1823,4
1824,4
1825,4
1826,5
1827,4
1828,4
1829,6
1830,1
1831,3
1832,4
1833,1
1834,1
1835,1
1836,1
1837,1
1838,1
1839,1
1840,1
1841,3
1842,1
1843,1
1844,1
1845,6
1846,1
1847,1
1848,1
1849,1
1850,1
1851,1
1852,1
1853,1
1854,1
1855,1
1856,1
1857,1
1858,1
1859,1
1860,1
1861,1
1862,1
1863,1
1864,1
1865,1
1866,1
1867,1
1868,1
1869,1
1870,1
1871,1
1872,1
1873,1
1874,1
1875,1
1876,1
1877,1
1878,1
1879,1
1880,1
1881,1
1882,1
1883,1
1884,1
1885,1
1886,1
1887,1
1888,2
1889,1
1890,1
1891,3
1892,6
1893,1
1894,1
1895,3
1896,3
1897,1
1898,1
1899,1
1900,4
1901,3
1902,1
1903,3
1904,1
1905,1
1906,4
1907,2
1908,1
1909,6
1910,4
1911,1
1912,1
1913,1
1914,1
1915,3
1916,1
1917,1
1918,1
1919,1
1920,1
1921,1
1922,1
1923,1
1924,1
1925,1
1926,1
1927,1
1928,1
1929,1
1930,1
1931,1
1932,1
1933,1
1934,1
1935,1
1936,1
1937,1
1938,1
1939,1
1940,1
1941,1
1942,6
1943,1
1944,1
1945,3
1946,1
1947,1
1948,4
1949,3
1950,1
1951,1
1952,1
1953,1
1954,1
1955,6
1956,3
1957,1
1958,1
1959,1
1960,1
1961,1
1962,1
1963,4
1964,3
1965,1
1966,1
1967,3
1968,3
1969,3
1970,3
1971,6
1972,1
1973,1
1974,1
1975,3
1976,4
1977,4
1978,4
1979,3
1980,1
1981,1
1982,1
1983,1
1984,6
1985,1
1986,1
1987,2
1988,3
1989,1
1990,1
1991,1
1992,5
1993,4
1994,3
1995,3
1996,3
1997,1
1998,1
1999,3
2000,4
2001,3
2002,3
2003,1
2004,3
2005,3
2006,3
2007,3
2008,1
2009,6
2010,1
2011,4
2012,1
2013,2
2014,2
2015,4
2016,1
2017,1
2018,4
2019,1
2020,4
2021,4
2022,4
2023,4
2024,1
2025,4
2026,5
2027,4
2028,5
2029,2
2030,4
2031,2
2032,6
2033,1
2034,1
2035,1
2036,1
2037,3
2038,4
2039,2
2040,4
2041,1
2042,4
2043,1
2044,3
2045,4
2046,3
2047,1
2048,4
2049,4
2050,2
2051,1
2052,2
2053,1
2054,1
2055,4
2056,1
2057,4
2058,4
2059,1
2060,4
2061,5
2062,1
2063,4
2064,6
2065,4
2066,4
2067,4
2068,4
2069,2
2070,1
2071,4
2072,4
2073,1
2074,1
2075,3
2076,3
2077,3
2078,3
2079,3
2080,3
2081,3
2082,3
2083,3
2084,1
2085,1
2086,3
2087,1
2088,1
2089,1
2090,1
2091,6
2092,1
2093,3
2094,1
2095,1
2096,1
2097,3
2098,3
2099,6
2100,1
2101,1
2102,1
2103,1
2104,5
2105,1
2106,1
2107,1
2108,3
2109,3
2110,3
2111,3
2112,3
2113,3
2114,3
2115,5
2116,1
2117,3
2118,1
2119,3
2120,1
2121,1
2122,3
2123,3
2124,1
2125,1
2126,1
2127,3
2128,1
2129,1
2130,1
2131,5
2132,1
2133,1
2134,1
2135,1
2136,1
2137,4
2138,1
2139,1
2140,3
2141,1
2142,1
2143,3
2144,1
2145,1
2146,1
2147,1
2148,3
2149,3
2150,3
2151,1
2152,1
2153,1
2154,3
2155,3
2156,1
2157,1
2158,1
2159,1
2160,1
2161,1
2162,1
2163,3
2164,1
2165,1
2166,1
2167,1
2168,1
2169,2
2170,3
2171,1
2172,3
2173,1
2174,1
2175,1
2176,1
2177,1
2178,1
2179,1
2180,2
2181,1
2182,3
2183,3
2184,1
2185,1
2186,1
2187,1
2188,1
2189,1
2190,1
2191,1
2192,1
2193,1
2194,1
2195,1
2196,1
2197,1
2198,1
2199,3
2200,1
2201,1
2202,1
2203,1
2204,1
2205,1
2206,1
2207,3
2208,1
2209,1
2210,1
2211,1
2212,1
2213,1
2214,1
2215,1
2216,1
2217,1
2218,1
2219,1
2220,3
2221,3
2222,3
2223,1
2224,3
2225,1
2226,1
2227,6
2228,1
2229,1
2230,1
2231,1
2232,1
2233,1
2234,1
2235,3
2236,1
2237,3
2238,3
2239,1
2240,1
2241,1
2242,1
2243,3
2244,3
2245,1
2246,3
2247,3
2248,3
2249,1
2250,1
2251,1
2252,1
2253,1
2254,3
2255,3
2256,3
2257,3
2258,1
2259,3
2260,3
2261,3
2262,3
2263,3
2264,3
2265,3
2266,3
2267,3
2268,3
2269,3
2270,3
2271,3
2272,4
2273,3
2274,1
2275,1
2276,1
2277,1
2278,3
2279,1
2280,1
2281,4
2282,1
2283,1
2284,1
2285,1
2286,1
2287,6
2288,1
2289,1
2290,2
2291,2
2292,1
2293,1
2294,1
2295,1
2296,1
2297,4
2298,1
2299,1
2300,1
2301,6
2302,1
2303,4
2304,1
2305,1
2306,3
2307,3
2308,1
2309,3
2310,4
2311,1
2312,1
2313,3
2314,3
2315,3
2316,3
2317,3
2318,4
2319,3
2320,1
2321,3
2322,3
2323,3
2324,1
2325,6
2326,1
2327,4
2328,1
2329,1
2330,1
2331,1
2332,1
2333,1
2334,1
2335,1
2336,1
2337,1
2338,1
2339,3
2340,1
2341,1
2342,1
2343,1
2344,1
2345,1
2346,3
2347,3
2348,3
2349,3
2350,3
2351,3
2352,3
2353,3
2354,3
2355,3
2356,3
2357,3
2358,3
2359,3
2360,3
2361,3
2362,3
2363,3
2364,1
2365,3
2366,3
2367,3
2368,3
2369,3
2370,3
2371,3
2372,3
2373,3
2374,3
2375,3
2376,3
2377,3
2378,3
2379,3
2380,1
2381,1
2382,1
2383,4
2384,3
2385,3
2386,1
2387,1
2388,1
2389,1
2390,1
2391,1
2392,1
2393,2
2394,1
2395,1
2396,1
2397,1
2398,1
2399,1
2400,6
2401,1
2402,1
2403,1
2404,1
2405,1
2406,4
2407,1
2408,4
2409,1
2410,6
2411,2
2412,4
2413,3
2414,3
2415,1
2416,1
2417,1
2418,3
2419,1
2420,2
2421,1
2422,1
2423,3
2424,3
2425,1
2426,1
2427,3
2428,1
2429,3
2430,1
2431,1
2432,1
2433,1
2434,1
2435,3
2436,1
2437,1
2438,3
2439,1
2440,1
2441,1
2442,1
2443,5
2444,3
2445,3
2446,3
2447,3
2448,3
2449,1
2450,1
2451,2
2452,1
2453,1
2454,1
2455,1
2456,5
2457,2
2458,5
2459,2
2460,1
2461,1
2462,1
2463,1
2464,1
2465,1
2466,1
2467,4
2468,5
2469,1
2470,4
2471,1
2472,3
2473,1
2474,1
2475,3
2476,2
2477,4
2478,1
2479,1
2480,1
2481,1
2482,1
2483,1
2484,1
2485,1
2486,1
2487,6
2488,1
2489,1
2490,1
2491,1
2492,1
2493,1
2494,1
2495,1
2496,1
2497,1
2498,1
2499,1
2500,3
2501,1
2502,1
2503,1
2504,1
2505,3
2506,2
2507,1
2508,1
2509,1
2510,4
2511,1
2512,3
2513,1
2514,2
2515,2
2516,1
2517,1
2518,1
2519,1
2520,1
2521,1
2522,1
2523,1
2524,1
2525,1
2526,1
2527,3
2528,3
2529,1
2530,1
2531,3
2532,1
2533,1
2534,4
2535,3
2536,4
2537,6
2538,1
2539,1
2540,1
2541,6
2542,1
2543,1
2544,1
2545,3
2546,1
2547,3
2548,1
2549,1
2550,1
2551,3
2552,1
2553,1
2554,1
2555,3
2556,1
2557,1
2558,1
2559,1
2560,1
2561,1
2562,1
2563,1
2564,4
2565,5
2566,3
2567,4
2568,3
2569,1
2570,1
2571,1
2572,1
2573,1
2574,1
2575,4
2576,2
2577,1
2578,1
2579,1
2580,3
2581,3
2582,3
2583,3
2584,1
2585,1
2586,1
2587,1
2588,1
2589,3
2590,3
2591,3
2592,3
2593,3
2594,1
2595,3
2596,4
2597,3
2598,3
2599,3
2600,1
2601,1
2602,1
2603,3
2604,3
2605,3
2606,3
2607,3
2608,3
2609,1
2610,3
2611,5
2612,1
2613,3
2614,3
2615,3
2616,3
2617,1
2618,3
2619,3
2620,3
2621,3
2622,3
2623,3
2624,3
2625,3
2626,2
2627,3
2628,1
2629,1
2630,3
2631,3
2632,3
2633,3
2634,3
2635,3
2636,3
2637,3
2638,3
2639,1
2640,3
2641,3
2642,3
2643,3
2644,1
2645,4
2646,1
2647,1
2648,4
2649,1
2650,1
2651,1
2652,1
2653,1
2654,4
2655,1
2656,1
2657,1
2658,4
2659,1
2660,3
2661,1
2662,4
2663,1
2664,3
2665,3
2666,3
2667,5
2668,1
2669,3
2670,4
2671,1
2672,3
2673,2
2674,1
2675,1
2676,3
2677,1
2678,1
2679,1
2680,3
2681,3
2682,1
2683,1
2684,1
2685,1
2686,1
2687,1
2688,1
2689,1
2690,1
2691,1
2692,1
2693,1
2694,1
2695,1
2696,1
2697,4
2698,3
2699,1
2700,3
2701,1
2702,3
2703,1
2704,4
2705,3
2706,3
2707,1
2708,1
2709,4
2710,4
2711,1
2712,1
2713,2
2714,1
2715,3
2716,1
2717,3
2718,3
2719,1
2720,1
2721,4
2722,1
2723,3
2724,3
2725,1
2726,3
2727,3
2728,3
2729,5
2730,4
2731,3
2732,1
2733,1
2734,3
2735,1
2736,3
2737,3
2738,3
2739,3
2740,3
2741,3
2742,3
2743,1
2744,1
2745,3
2746,3
2747,1
2748,3
2749,1
2750,1
2751,1
2752,3
2753,3
2754,3
2755,1
2756,2
2757,1
2758,3
2759,1
2760,4
2761,4
2762,3
2763,3
2764,3
2765,3
2766,3
2767,3
2768,3
2769,3
2770,3
2771,3
2772,1
2773,3
2774,1
2775,3
2776,3
2777,3
2778,3
2779,1
2780,1
2781,3
2782,3
2783,3
2784,3
2785,2
2786,1
2787,3
2788,3
2789,3
2790,3
2791,3
2792,3
2793,3
2794,3
2795,3
2796,1
2797,1
2798,4
2799,1
2800,1
2801,1
2802,1
2803,1
2804,1
2805,1
2806,1
2807,4
2808,1
2809,1
2810,1
2811,1
2812,1
2813,4
2814,4
2815,1
2816,1
2817,1
2818,4
2819,4
2820,1
2821,1
2822,1
2823,4
2824,4
2825,1
2826,1
2827,1
2828,1
2829,3
2830,1
2831,1
2832,1
2833,1
2834,1
2835,4
2836,1
2837,4
2838,1
2839,5
2840,1
2841,4
2842,4
2843,1
2844,1
2845,4
2846,3
2847,1
2848,1
2849,2
2850,2
2851,1
2852,1
2853,1
2854,1
2855,3
2856,3
2857,3
2858,3
2859,3
2860,3
2861,3
2862,5
2863,3
2864,1
2865,1
2866,1
2867,1
2868,1
2869,3
2870,1
2871,5
2872,2
2873,2
2874,1
2875,2
2876,1
2877,4
2878,1
2879,1
2880,2
2881,1
2882,2
2883,4
2884,1
2885,1
2886,1
2887,1
2888,1
2889,2
2890,1
2891,4
2892,2
2893,1
2894,1
2895,1
2896,1
2897,1
2898,1
2899,4
2900,3
2901,3
2902,3
2903,3
2904,1
2905,1
2906,3
2907,1
2908,1
2909,3
2910,3
2911,1
2912,3
2913,3
2914,1
2915,1
2916,3
2917,1
2918,1
2919,1
2920,4
2921,1
2922,1
2923,3
2924,3
2925,1
2926,3
2927,3
2928,3
2929,3
2930,1
2931,3
2932,3
2933,3
2934,3
2935,3
2936,3
2937,1
2938,3
2939,3
2940,3
2941,3
2942,3
2943,3
2944,3
2945,3
2946,3
2947,3
2948,3
2949,1
2950,1
2951,1
2952,1
2953,1
2954,1
2955,1
2956,1
2957,4
2958,3
2959,3
2960,1
2961,2
2962,1
2963,1
2964,2
2965,3
2966,1
2967,5
2968,1
2969,1
2970,1
2971,6
2972,4
2973,3
2974,3
2975,3
2976,3
2977,3
2978,3
2979,3
2980,3
2981,3
2982,3
2983,3
2984,3
2985,3
2986,1
2987,3
2988,1
2989,1
2990,1
2991,1
2992,1
2993,1
2994,1
2995,1
2996,1
